city,size_sqm,rooms,age_years,floor,has_balcony,has_parking,has_elevator,distance_cbd_km,district_score,price_per_sqm,total_price_eur,monthly_rent_eur,city_encoded
Munich,60.3,2,23,0,0,0,0,4.12,9.31,10956.08,661100.0,2361.0,6
Munich,80.6,3,73,9,1,0,1,11.57,3.93,9620.87,775500.0,2770.0,6
Munich,92.9,3,34,0,0,1,0,2.24,8.04,10606.06,984900.0,3518.0,6
Berlin,25.0,1,23,6,1,0,1,14.6,3.22,4591.45,114800.0,410.0,0
Hamburg,104.0,3,27,6,0,0,1,3.77,7.03,8353.69,868600.0,3102.0,4
Cologne,66.6,2,79,3,0,0,0,6.08,3.91,4303.32,286600.0,1023.0,1
Hamburg,85.6,3,15,11,0,1,1,22.77,5.58,5725.85,490300.0,1751.0,4
Frankfurt,104.9,3,58,1,1,0,0,9.15,7.06,7443.77,781100.0,2790.0,3
Munich,40.7,1,53,11,0,1,1,8.3,6.3,10122.18,412100.0,1472.0,6
Düsseldorf,57.3,2,78,2,0,1,0,9.95,6.19,4601.5,263500.0,941.0,2
Frankfurt,67.8,2,15,7,0,0,1,20.02,1.59,6592.21,446900.0,1596.0,3
Frankfurt,55.4,2,14,7,1,0,1,2.29,3.24,8549.09,473700.0,1692.0,3
Berlin,118.4,4,10,10,0,0,1,7.6,6.15,5604.28,663400.0,2369.0,0
Munich,53.6,2,64,10,1,0,1,4.09,1.16,9180.07,491900.0,1757.0,6
Frankfurt,61.1,2,78,5,0,1,1,0.5,3.26,6234.99,381000.0,1361.0,3
Frankfurt,80.1,3,67,9,0,1,1,1.07,3.06,6612.43,529700.0,1892.0,3
Hamburg,44.9,1,42,8,1,0,1,3.14,3.25,5313.57,238800.0,853.0,4
Hamburg,65.1,2,68,10,1,0,1,6.66,5.82,6210.55,404400.0,1444.0,4
Hamburg,82.9,3,12,11,1,0,1,17.06,6.24,7241.2,600600.0,2145.0,4
Cologne,66.7,2,9,8,0,0,1,12.53,9.18,4852.38,323500.0,1156.0,1
Stuttgart,72.7,2,74,3,1,0,0,6.45,4.47,4488.46,326200.0,1165.0,7
Cologne,61.8,2,40,11,1,0,1,0.61,9.34,7666.17,473500.0,1691.0,1
Leipzig,37.1,1,49,0,1,1,0,2.69,6.87,3195.27,118700.0,424.0,5
Berlin,83.0,3,70,0,0,0,0,3.65,9.21,4931.8,409500.0,1463.0,0
Berlin,118.9,4,58,11,1,0,1,7.78,8.5,4890.05,581300.0,2076.0,0
Berlin,75.5,3,38,9,0,1,1,0.54,7.19,6910.58,521500.0,1862.0,0
Hamburg,80.6,3,2,4,1,0,1,6.04,4.2,7533.96,607500.0,2170.0,4
Düsseldorf,92.3,3,75,1,0,0,0,18.54,3.17,2836.9,261900.0,935.0,2
Munich,43.3,1,6,5,0,0,1,9.78,3.0,8289.34,358700.0,1281.0,6
Düsseldorf,117.6,4,48,6,1,0,1,12.76,9.57,5809.45,683000.0,2439.0,2
Berlin,80.1,3,25,0,1,1,0,9.16,9.63,6749.14,540300.0,1930.0,0
Düsseldorf,115.8,4,32,5,0,1,1,1.85,7.52,8182.16,947500.0,3384.0,2
Munich,56.7,2,47,7,1,1,1,0.94,8.95,11421.27,647300.0,2312.0,6
Berlin,120.5,4,78,11,1,1,1,14.15,9.27,5410.59,651700.0,2328.0,0
Frankfurt,94.4,3,1,4,0,0,1,9.51,5.6,7319.22,690800.0,2467.0,3
Munich,88.8,3,70,11,0,1,1,6.85,6.66,10798.93,959200.0,3426.0,6
Munich,80.9,3,31,6,0,1,1,1.68,4.77,10597.69,856800.0,3060.0,6
Munich,68.8,2,3,9,1,0,1,7.4,4.77,11486.39,790100.0,2822.0,6
Stuttgart,105.0,4,19,5,1,0,1,0.5,1.35,6883.18,722800.0,2582.0,7
Hamburg,78.5,3,35,3,1,0,0,1.01,4.9,7355.56,577500.0,2062.0,4
Munich,25.8,1,31,6,0,0,1,2.99,7.06,10037.66,259200.0,926.0,6
Hamburg,47.1,2,27,9,0,0,1,4.69,4.8,8413.8,396000.0,1414.0,4
Cologne,70.4,2,76,8,0,1,1,1.03,8.85,7218.64,507900.0,1814.0,1
Munich,82.7,3,0,9,1,1,1,1.02,3.99,13151.5,1088300.0,3724.0,6
Frankfurt,73.6,2,59,9,0,0,1,10.35,2.19,5359.0,394300.0,1408.0,3
Berlin,105.5,4,55,6,1,0,1,6.75,8.3,5903.42,622700.0,2224.0,0
Berlin,26.2,1,34,11,1,1,1,6.1,7.07,6209.48,162800.0,582.0,0
Cologne,78.6,3,29,4,0,1,1,4.82,3.18,6114.49,480500.0,1716.0,1
Berlin,29.6,1,53,6,1,0,1,30.02,5.83,3656.73,108100.0,386.0,0
Hamburg,94.0,3,35,2,0,1,0,0.5,4.62,7072.61,664800.0,2374.0,4
Cologne,72.6,2,54,1,0,1,0,1.59,9.45,6198.28,450200.0,1608.0,1
Berlin,85.5,3,79,10,0,1,1,8.34,6.47,6312.99,539700.0,1927.0,0
Hamburg,53.4,2,57,4,0,0,1,1.17,2.43,6207.58,331500.0,1184.0,4
Munich,107.0,4,64,3,0,0,0,7.12,5.52,7644.28,817800.0,2921.0,6
Leipzig,101.0,3,68,4,1,1,1,6.71,8.76,3722.83,376200.0,1343.0,5
Frankfurt,89.6,3,50,7,1,0,1,28.33,7.04,5194.65,465400.0,1662.0,3
Stuttgart,71.8,2,21,11,1,1,1,17.19,8.58,6805.62,488400.0,1744.0,7
Hamburg,89.5,3,52,3,1,0,0,23.28,3.25,5254.51,470300.0,1680.0,4
Berlin,57.3,2,35,8,0,0,1,0.96,9.0,7106.5,407400.0,1455.0,0
Hamburg,96.4,3,67,6,0,0,1,16.21,7.8,5427.57,523200.0,1868.0,4
Leipzig,116.2,4,35,9,1,0,1,1.11,7.56,4521.97,525600.0,1877.0,5
Hamburg,101.8,3,51,11,1,1,1,8.02,4.12,6809.09,692900.0,2475.0,4
Stuttgart,56.8,2,52,6,1,0,1,10.19,8.99,7569.99,429700.0,1535.0,7
Düsseldorf,84.0,3,49,7,0,1,1,1.4,6.74,7425.77,624000.0,2229.0,2
Munich,42.7,1,79,11,0,1,1,8.01,8.67,10537.21,449600.0,1606.0,6
Munich,89.3,3,40,5,0,0,1,0.5,4.25,9475.54,846300.0,3022.0,6
Hamburg,86.3,3,17,7,1,1,1,2.78,2.31,6844.26,590400.0,2109.0,4
Frankfurt,28.3,1,21,2,1,0,0,20.32,3.99,6868.87,194100.0,693.0,3
Stuttgart,46.0,2,65,9,0,1,1,1.51,5.1,7768.29,357000.0,1275.0,7
Düsseldorf,67.9,2,20,9,0,0,1,0.54,5.8,6056.98,411400.0,1469.0,2
Munich,67.5,2,43,0,1,0,0,4.69,5.6,11131.1,751100.0,2683.0,6
Munich,44.8,1,46,5,0,0,1,15.21,5.91,9022.2,403900.0,1442.0,6
Stuttgart,84.7,3,38,0,1,1,0,0.64,8.58,7657.41,648800.0,2317.0,7
Munich,81.3,3,28,8,0,1,1,3.51,2.53,9567.66,777700.0,2778.0,6
Stuttgart,70.1,2,53,1,0,0,0,18.4,3.84,3238.93,227200.0,811.0,7
Frankfurt,56.1,2,16,10,0,0,1,1.01,9.0,7628.79,428000.0,1529.0,3
Cologne,101.2,3,79,1,1,0,0,2.98,6.04,5580.33,564800.0,2017.0,1
Berlin,116.4,4,59,6,1,1,1,12.06,6.25,5212.99,606700.0,2167.0,0
Hamburg,62.9,2,30,1,0,0,0,6.27,5.3,6919.47,435300.0,1555.0,4
Frankfurt,59.7,2,72,9,0,1,1,14.29,5.94,7172.31,428200.0,1529.0,3
Hamburg,87.3,3,77,7,0,0,1,0.95,2.78,6023.68,525700.0,1878.0,4
Berlin,66.0,2,48,5,0,0,1,20.26,5.92,5052.69,333700.0,1192.0,0
Cologne,71.5,2,1,6,1,1,1,21.86,9.97,6229.68,445500.0,1591.0,1
Düsseldorf,93.5,3,47,6,0,1,1,1.35,6.09,6504.4,608100.0,2172.0,2
Munich,27.3,1,13,5,0,1,1,0.5,1.4,10034.24,273600.0,977.0,6
Berlin,108.0,4,58,9,1,0,1,36.72,8.17,3908.29,421900.0,1507.0,0
Berlin,76.8,3,57,10,0,1,1,5.27,4.57,6115.14,469700.0,1678.0,0
Hamburg,64.7,2,57,8,1,0,1,6.79,2.38,6059.96,392200.0,1401.0,4
Hamburg,72.8,2,50,8,1,1,1,7.65,8.76,7129.0,518800.0,1853.0,4
Hamburg,74.1,2,1,6,1,0,1,12.47,2.78,7819.28,579100.0,2068.0,4
Munich,31.7,1,40,8,0,0,1,13.37,9.29,9593.59,304300.0,1087.0,6
Frankfurt,112.4,4,15,9,0,0,1,1.72,4.98,7936.06,891800.0,3185.0,3
Hamburg,76.0,3,3,2,0,0,0,2.16,7.69,7400.55,562700.0,2010.0,4
Frankfurt,86.1,3,11,2,1,0,0,16.75,5.92,7156.31,616000.0,2200.0,3
Leipzig,98.8,3,28,0,1,1,0,13.7,3.31,2522.0,249100.0,890.0,5
Berlin,49.5,2,6,4,1,1,1,7.69,7.04,7240.75,358200.0,1279.0,0
Cologne,86.8,3,13,3,1,1,0,40.0,9.62,4259.96,369900.0,1321.0,1
Frankfurt,68.3,2,11,1,0,0,0,10.63,7.93,7807.14,533300.0,1905.0,3
Frankfurt,96.2,3,4,8,0,0,1,1.95,6.44,8060.09,775100.0,2768.0,3
Cologne,25.0,1,31,2,1,1,0,15.0,9.92,6938.58,173500.0,620.0,1
Cologne,72.5,2,73,7,0,0,1,4.29,3.39,4411.05,319900.0,1143.0,1
Leipzig,59.9,2,42,5,0,0,1,0.5,1.56,3221.03,193000.0,689.0,5
Berlin,85.8,3,68,4,1,1,1,3.1,1.29,4075.15,349700.0,1249.0,0
Berlin,86.8,3,44,0,0,0,0,11.54,7.4,4630.77,401700.0,1435.0,0
Cologne,57.3,2,8,3,0,0,0,25.79,8.47,4245.12,243300.0,869.0,1
Hamburg,57.2,2,48,2,0,1,0,2.59,6.72,7219.71,412900.0,1475.0,4
Munich,72.2,2,32,0,1,0,0,2.26,9.15,10284.07,742900.0,2653.0,6
Berlin,52.6,2,17,11,0,1,1,6.63,7.28,6662.8,350400.0,1251.0,0
Berlin,96.0,3,8,4,0,0,1,13.36,4.34,5415.93,520200.0,1858.0,0
Düsseldorf,65.8,2,61,5,1,1,1,10.98,2.63,4479.84,294600.0,1052.0,2
Berlin,25.0,1,56,1,1,0,0,6.57,9.32,5444.44,136100.0,486.0,0
Munich,65.6,2,28,2,1,1,0,7.98,1.93,9938.08,652200.0,2329.0,6
Munich,49.0,2,77,10,0,0,1,2.22,5.89,9930.67,487000.0,1739.0,6
Munich,34.2,1,24,5,1,1,1,4.53,3.83,11899.07,407200.0,1454.0,6
Berlin,44.1,1,14,3,0,0,0,2.36,3.44,5026.28,221500.0,791.0,0
Frankfurt,77.7,3,5,8,1,0,1,17.26,6.81,7733.59,601200.0,2147.0,3
Berlin,108.2,4,41,4,1,1,1,0.96,3.08,6924.82,749400.0,2676.0,0
Stuttgart,82.8,3,28,3,1,0,0,9.11,9.25,6145.84,509100.0,1818.0,7
Munich,59.8,2,78,1,1,0,0,2.41,4.65,7700.31,460800.0,1646.0,6
Hamburg,86.4,3,3,5,1,0,1,5.16,7.1,8669.6,749000.0,2675.0,4
Düsseldorf,63.5,2,56,9,0,0,1,2.85,7.55,7075.16,449400.0,1605.0,2
Hamburg,57.6,2,48,1,1,0,0,3.12,7.15,5864.47,338000.0,1207.0,4
Hamburg,46.1,2,43,11,1,0,1,2.41,9.13,8162.58,376600.0,1345.0,4
Munich,31.2,1,79,6,1,0,1,11.18,3.08,7911.25,246900.0,882.0,6
Munich,65.3,2,74,2,0,1,0,3.64,1.77,8885.85,579800.0,2071.0,6
Cologne,79.0,3,13,8,0,0,1,10.37,1.5,5234.15,413200.0,1476.0,1
Leipzig,72.6,2,2,10,0,0,1,4.87,8.9,6053.76,439400.0,1569.0,5
Cologne,64.6,2,61,4,0,1,1,6.34,9.76,5400.67,348900.0,1246.0,1
Hamburg,51.4,2,63,7,1,1,1,6.27,3.72,7064.14,362800.0,1296.0,4
Cologne,90.2,3,44,10,1,0,1,29.79,7.24,4825.38,435300.0,1555.0,1
Frankfurt,42.1,1,57,5,1,0,1,3.66,1.08,6527.92,274600.0,981.0,3
Berlin,94.4,3,19,11,1,1,1,1.86,2.7,5364.46,506400.0,1809.0,0
Hamburg,49.9,2,57,9,0,0,1,19.42,7.2,6187.99,309100.0,1104.0,4
Leipzig,56.2,2,56,7,1,0,1,1.54,1.59,2743.35,154100.0,551.0,5
Berlin,38.3,1,76,10,1,0,1,14.39,5.22,3270.1,125300.0,448.0,0
Cologne,62.5,2,67,11,1,1,1,1.3,6.96,6846.73,427700.0,1527.0,1
Munich,99.4,3,77,2,0,0,0,8.6,7.89,9399.13,934100.0,3336.0,6
Hamburg,87.9,3,51,2,0,1,0,1.31,5.08,6619.52,581800.0,2078.0,4
Berlin,99.5,3,36,4,1,1,1,20.52,6.67,5567.72,553800.0,1978.0,0
Frankfurt,88.1,3,7,10,1,0,1,6.66,5.86,8973.69,790200.0,2822.0,3
Cologne,47.4,2,43,9,0,1,1,3.2,1.47,5602.65,265600.0,949.0,1
Munich,66.7,2,4,2,0,0,0,1.21,7.69,11456.38,764500.0,2730.0,6
Cologne,55.5,2,68,7,1,0,1,3.71,2.55,5602.13,310900.0,1110.0,1
Stuttgart,108.3,4,30,9,1,0,1,9.77,1.29,6255.21,677200.0,2419.0,7
Düsseldorf,45.1,2,44,11,0,0,1,3.89,5.06,4909.63,221300.0,790.0,2
Munich,97.3,3,8,7,0,0,1,2.26,8.79,10063.33,979600.0,3499.0,6
Frankfurt,97.3,3,31,1,1,0,0,6.89,2.36,7280.72,708600.0,2531.0,3
Berlin,120.7,4,32,11,0,0,1,4.33,1.12,4687.55,566000.0,2021.0,0
Leipzig,64.8,2,66,3,0,0,0,1.45,1.99,2042.57,132300.0,472.0,5
Düsseldorf,92.8,3,29,9,0,0,1,1.34,4.27,7708.1,715400.0,2555.0,2
Hamburg,132.0,4,75,0,0,1,0,9.83,6.22,5443.01,718700.0,2567.0,4
Stuttgart,59.6,2,28,3,0,0,0,29.41,2.74,3791.06,225800.0,806.0,7
Hamburg,36.6,1,2,11,1,1,1,2.12,8.22,9522.81,348800.0,1246.0,4
Hamburg,28.0,1,56,10,0,0,1,11.87,7.78,6591.15,184600.0,659.0,4
Berlin,92.8,3,29,3,1,0,0,0.73,7.26,7067.07,655900.0,2343.0,0
Cologne,27.9,1,8,9,0,0,1,3.84,5.39,6411.37,179000.0,639.0,1
Berlin,65.7,2,25,8,1,0,1,5.65,4.29,6301.03,413900.0,1478.0,0
Stuttgart,85.9,3,1,2,0,0,0,2.5,4.38,6908.29,593600.0,2120.0,7
Stuttgart,79.6,3,61,1,1,0,0,6.03,5.53,6300.49,501700.0,1792.0,7
Cologne,85.6,3,2,8,1,1,1,17.14,1.7,4867.01,416800.0,1489.0,1
Berlin,80.6,3,45,8,1,1,1,23.12,7.14,3593.43,289500.0,1034.0,0
Munich,107.0,4,67,0,0,0,0,0.85,4.16,9025.46,965500.0,3448.0,6
Munich,51.2,2,24,5,0,1,1,2.54,3.02,9954.6,509600.0,1820.0,6
Munich,58.1,2,50,9,0,0,1,30.96,3.5,8383.25,486900.0,1739.0,6
Berlin,55.7,2,12,7,1,0,1,2.52,2.62,6006.46,334500.0,1195.0,0
Düsseldorf,95.8,3,43,2,1,1,0,9.44,9.11,6771.23,648400.0,2316.0,2
Hamburg,97.5,3,34,10,0,0,1,2.34,2.52,6834.35,666400.0,2380.0,4
Munich,86.3,3,54,8,0,0,1,3.52,8.95,10149.54,875700.0,3128.0,6
Frankfurt,104.6,3,8,1,0,0,0,1.7,6.15,7979.67,834600.0,2981.0,3
Frankfurt,45.5,2,1,5,0,0,1,15.52,8.81,8480.49,386300.0,1380.0,3
Hamburg,116.7,4,60,0,0,0,0,17.14,5.27,4869.18,568100.0,2029.0,4
Frankfurt,113.1,4,40,6,1,0,1,2.82,9.35,8247.62,932600.0,3331.0,3
Düsseldorf,93.4,3,43,2,0,0,0,13.88,2.9,4949.14,462200.0,1651.0,2
Frankfurt,119.5,4,63,6,0,0,1,3.55,5.99,5997.93,717000.0,2561.0,3
Leipzig,33.6,1,30,3,0,1,0,0.83,2.13,4320.21,145100.0,518.0,5
Stuttgart,61.9,2,46,8,0,0,1,11.35,5.02,5300.44,328000.0,1172.0,7
Munich,56.6,2,1,4,1,1,1,7.26,6.13,11967.22,677600.0,2420.0,6
Düsseldorf,93.0,3,76,2,1,1,0,2.57,6.45,6160.23,573100.0,2047.0,2
Berlin,48.7,2,68,7,1,1,1,2.33,4.29,4289.11,209100.0,747.0,0
Stuttgart,93.9,3,57,5,1,1,1,29.71,1.69,4029.74,378500.0,1352.0,7
Frankfurt,109.3,4,43,1,0,0,0,15.87,6.9,6964.35,760900.0,2718.0,3
Düsseldorf,92.4,3,73,2,0,0,0,13.28,5.4,4120.94,380700.0,1360.0,2
Düsseldorf,82.1,3,55,7,1,0,1,1.1,2.23,5727.02,470200.0,1679.0,2
Stuttgart,50.3,2,42,9,1,1,1,11.26,9.42,6961.03,350200.0,1251.0,7
Stuttgart,53.8,2,33,6,0,0,1,1.93,9.6,8264.94,444900.0,1589.0,7
Munich,106.2,4,29,9,0,0,1,30.31,8.71,8676.79,921800.0,3292.0,6
Berlin,94.5,3,70,5,1,0,1,0.5,8.59,6991.98,660600.0,2359.0,0
Frankfurt,74.0,2,69,0,0,1,0,3.47,1.89,6737.24,498700.0,1781.0,3
Berlin,64.6,2,54,8,1,0,1,4.48,9.94,7142.27,461000.0,1647.0,0
Cologne,25.0,1,66,2,1,0,0,13.91,4.6,4212.13,105300.0,376.0,1
Munich,48.2,2,12,4,1,0,1,11.63,2.47,9458.29,456200.0,1629.0,6
Leipzig,122.8,4,2,6,1,1,1,3.76,8.31,6037.87,741400.0,2648.0,5
Hamburg,43.0,1,25,6,1,0,1,6.67,3.03,7993.31,343600.0,1227.0,4
Stuttgart,79.7,3,56,2,0,0,0,14.44,5.74,6008.88,479100.0,1711.0,7
Berlin,100.2,3,23,3,0,1,0,0.5,2.15,4477.07,448500.0,1602.0,0
Düsseldorf,43.6,1,52,9,1,0,1,12.96,5.27,7240.76,315900.0,1128.0,2
Düsseldorf,79.6,3,69,6,1,1,1,23.48,6.02,4938.75,393200.0,1404.0,2
Frankfurt,98.4,3,42,7,1,0,1,0.5,5.01,8355.88,822600.0,2938.0,3
Hamburg,75.3,3,59,1,0,0,0,0.5,1.63,5267.4,396700.0,1417.0,4
Cologne,146.7,5,57,8,0,1,1,3.38,5.36,5362.77,786800.0,2810.0,1
Berlin,33.3,1,48,6,1,1,1,0.73,5.22,5361.6,178500.0,637.0,0
Frankfurt,101.5,3,41,7,1,0,1,5.22,3.35,8256.39,837800.0,2992.0,3
Frankfurt,70.7,2,75,5,0,0,1,10.44,9.29,6325.23,447100.0,1597.0,3
Berlin,94.3,3,65,5,0,1,1,6.69,4.76,4886.15,460800.0,1646.0,0
Munich,86.0,3,10,8,1,0,1,1.75,8.78,11739.09,1009900.0,3607.0,6
Berlin,56.7,2,17,3,0,1,0,8.51,1.99,4440.41,251600.0,899.0,0
Berlin,80.7,3,51,10,0,1,1,9.24,3.87,5016.19,404900.0,1446.0,0
Berlin,28.6,1,45,10,1,0,1,21.56,2.59,4003.71,114300.0,408.0,0
Leipzig,90.1,3,43,4,1,1,1,1.27,4.68,5043.29,454300.0,1623.0,5
Hamburg,82.5,3,21,8,1,0,1,9.43,2.0,6208.99,512000.0,1828.0,4
Leipzig,91.0,3,52,0,0,1,0,19.39,4.97,1649.06,150000.0,546.0,5
Frankfurt,101.5,3,58,3,0,0,0,5.57,4.18,6611.72,670800.0,2396.0,3
Munich,84.2,3,29,6,0,1,1,3.59,3.01,10343.58,870800.0,3110.0,6
Frankfurt,78.7,3,7,10,0,1,1,1.5,6.78,9184.79,722900.0,2582.0,3
Frankfurt,53.0,2,56,8,0,1,1,16.13,9.56,6715.72,355800.0,1271.0,3
Berlin,57.2,2,72,10,0,1,1,4.01,2.86,5377.78,307600.0,1098.0,0
Hamburg,104.7,3,19,11,0,0,1,20.71,7.41,7656.51,801400.0,2862.0,4
Munich,110.9,4,24,9,1,0,1,15.06,7.68,11192.69,1241400.0,4433.0,6
Hamburg,69.0,2,18,5,1,1,1,3.78,5.48,8122.3,560800.0,2003.0,4
Hamburg,76.2,3,4,11,0,1,1,6.82,9.08,7400.46,563500.0,2013.0,4
Berlin,52.4,2,74,7,0,1,1,0.5,9.7,6367.79,333600.0,1191.0,0
Berlin,104.3,3,78,8,1,1,1,2.44,4.26,5415.53,564900.0,2018.0,0
Stuttgart,91.6,3,71,9,0,0,1,9.91,6.86,5118.96,469100.0,1675.0,7
Frankfurt,123.5,4,26,3,0,0,0,9.06,6.96,6712.72,829200.0,2962.0,3
Berlin,53.0,2,39,0,1,0,0,3.49,4.63,4599.53,244000.0,871.0,0
Leipzig,65.5,2,25,7,0,1,1,13.23,3.85,3599.72,236000.0,843.0,5
Berlin,80.8,3,26,1,1,0,0,2.15,9.4,6005.08,485100.0,1733.0,0
Cologne,91.2,3,61,10,0,1,1,4.95,8.11,6420.96,585300.0,2091.0,1
Leipzig,69.6,2,49,0,1,0,0,5.12,2.03,4003.97,278700.0,995.0,5
Munich,53.2,2,41,6,0,0,1,3.33,2.08,9393.99,499500.0,1784.0,6
Berlin,97.0,3,28,11,1,0,1,24.75,9.3,4632.53,449500.0,1605.0,0
Berlin,93.0,3,38,9,1,0,1,9.54,1.73,3990.37,371200.0,1326.0,0
Munich,52.1,2,59,8,0,1,1,6.2,7.2,10499.42,546900.0,1953.0,6
Berlin,108.9,4,40,10,1,0,1,5.72,3.04,6611.87,719900.0,2571.0,0
Cologne,104.3,3,32,11,1,0,1,1.39,1.32,5430.99,566200.0,2022.0,1
Berlin,78.4,3,15,11,1,0,1,3.72,1.54,4605.7,360900.0,1289.0,0
Frankfurt,77.0,3,22,8,0,1,1,8.94,4.36,8710.64,670600.0,2395.0,3
Leipzig,88.9,3,6,2,0,1,0,20.68,1.7,3929.33,349100.0,1247.0,5
Stuttgart,53.5,2,25,5,1,0,1,13.56,6.37,6915.57,369700.0,1320.0,7
Hamburg,75.8,3,11,6,0,1,1,2.86,6.83,8716.26,660300.0,2358.0,4
Munich,25.0,1,71,9,0,0,1,4.55,4.36,9348.84,233700.0,835.0,6
Hamburg,96.9,3,4,8,0,0,1,0.69,7.69,9048.68,876900.0,3132.0,4
Hamburg,36.0,1,68,1,1,1,0,0.86,5.41,7339.77,264000.0,943.0,4
Frankfurt,112.6,4,48,7,0,0,1,5.08,4.87,7234.16,814500.0,2909.0,3
Berlin,66.7,2,25,6,1,1,1,6.04,4.66,5634.42,376100.0,1343.0,0
Düsseldorf,69.7,2,4,3,1,0,0,2.45,4.88,7110.81,495700.0,1770.0,2
Frankfurt,59.3,2,21,1,1,1,0,8.24,9.71,8418.11,499200.0,1783.0,3
Berlin,67.8,2,78,7,0,0,1,9.72,7.13,4058.85,275200.0,983.0,0
Munich,110.5,4,12,10,1,0,1,2.84,3.84,11164.39,1233300.0,4404.0,6
Frankfurt,25.0,1,27,4,0,1,1,11.36,7.6,7473.97,186800.0,667.0,3
Stuttgart,106.9,4,32,5,1,0,1,1.84,3.97,6854.36,732900.0,2617.0,7
Cologne,83.5,3,22,10,1,0,1,6.29,2.13,6170.63,514900.0,1839.0,1
Cologne,44.8,1,17,6,1,0,1,13.05,5.28,6191.09,277500.0,991.0,1
Berlin,48.1,2,29,9,1,0,1,6.16,7.76,6138.89,295400.0,1055.0,0
Frankfurt,116.9,4,25,0,1,0,0,19.08,4.4,6385.28,746500.0,2666.0,3
Frankfurt,51.4,2,15,7,1,0,1,0.5,8.82,9577.97,491900.0,1757.0,3
Berlin,46.2,2,76,3,1,1,0,7.1,4.48,5201.2,240100.0,858.0,0
Munich,103.4,3,38,8,1,0,1,6.6,4.15,10265.67,1061800.0,3792.0,6
Cologne,83.5,3,32,0,1,1,0,8.64,9.98,6965.26,581300.0,2076.0,1
Berlin,51.6,2,25,10,1,0,1,14.34,5.34,5211.76,268700.0,960.0,0
Hamburg,80.4,3,47,1,0,0,0,10.35,8.25,8018.39,644800.0,2303.0,4
Munich,49.4,2,64,5,0,0,1,12.5,8.24,9287.94,458400.0,1637.0,6
Berlin,102.5,3,37,10,0,0,1,2.73,9.34,7221.3,740300.0,2644.0,0
Munich,101.5,3,1,9,1,0,1,3.92,1.76,10439.75,1060000.0,3786.0,6
Leipzig,88.3,3,5,10,0,0,1,7.88,3.44,4203.46,371200.0,1326.0,5
Stuttgart,84.0,3,45,0,0,0,0,6.45,7.91,6320.22,531200.0,1897.0,7
Leipzig,119.0,4,49,3,1,0,0,25.97,6.06,2102.11,250200.0,894.0,5
Frankfurt,75.0,2,37,7,1,0,1,1.65,6.04,7581.41,568500.0,2031.0,3
Berlin,45.5,2,17,9,1,0,1,3.46,2.5,6181.97,281000.0,1004.0,0
Hamburg,86.2,3,26,4,1,1,1,6.8,3.53,7129.49,614800.0,2196.0,4
Frankfurt,127.2,4,40,8,1,0,1,16.2,5.69,7340.44,933300.0,3333.0,3
Stuttgart,49.6,2,71,10,0,0,1,21.2,3.49,3744.1,185800.0,664.0,7
Berlin,66.0,2,73,10,1,0,1,3.28,2.89,5036.1,332200.0,1186.0,0
Frankfurt,85.4,3,16,5,0,0,1,0.56,1.79,7458.72,637100.0,2275.0,3
Berlin,73.7,2,61,0,1,0,0,4.38,2.4,5352.8,394200.0,1408.0,0
Munich,50.4,2,28,5,1,1,1,4.01,7.92,12109.31,610800.0,2182.0,6
Cologne,103.0,3,57,5,0,1,1,34.43,7.47,4509.29,464700.0,1660.0,1
Frankfurt,133.0,4,69,5,0,1,1,4.51,1.41,5862.37,779700.0,2785.0,3
Munich,79.9,3,77,7,1,1,1,2.92,2.83,9401.78,751200.0,2683.0,6
Frankfurt,52.4,2,21,5,0,0,1,3.64,6.04,7882.47,413000.0,1475.0,3
Frankfurt,36.3,1,5,4,0,0,1,4.05,3.9,8455.73,306700.0,1096.0,3
Stuttgart,81.4,3,25,10,1,1,1,13.79,8.41,7686.34,626000.0,2236.0,7
Düsseldorf,102.6,3,38,1,1,0,0,0.68,8.06,6362.11,652700.0,2331.0,2
Leipzig,86.9,3,11,3,0,0,0,3.04,9.02,4264.67,370500.0,1323.0,5
Stuttgart,74.9,2,13,9,1,1,1,27.13,6.07,6901.32,517200.0,1847.0,7
Munich,60.3,2,21,4,1,1,1,1.33,4.17,11327.02,682700.0,2438.0,6
Cologne,47.7,2,50,9,1,0,1,10.86,6.45,5674.74,270700.0,967.0,1
Frankfurt,95.9,3,22,3,1,0,0,3.53,1.8,7090.14,679700.0,2428.0,3
Munich,97.8,3,47,1,0,1,0,6.97,1.09,9390.84,918800.0,3282.0,6
Stuttgart,36.4,1,70,6,1,1,1,0.84,1.15,5367.96,195200.0,697.0,7
Berlin,114.7,4,49,9,0,1,1,2.93,4.67,5809.18,666600.0,2381.0,0
Düsseldorf,89.4,3,12,9,1,1,1,5.56,3.05,7157.74,639600.0,2284.0,2
Frankfurt,110.0,4,9,1,1,0,0,2.11,2.42,6770.65,744700.0,2660.0,3
Hamburg,41.4,1,54,0,1,0,0,6.24,6.54,6464.8,267900.0,957.0,4
Hamburg,40.9,1,8,4,0,0,1,1.99,9.96,10029.15,409700.0,1463.0,4
Düsseldorf,71.3,2,78,11,0,0,1,8.4,2.6,4228.89,301400.0,1076.0,2
Hamburg,87.6,3,51,0,1,1,0,18.78,5.92,6016.68,526900.0,1882.0,4
Hamburg,119.9,4,1,0,1,1,0,0.71,2.08,6548.49,785200.0,2804.0,4
